7.443000000000000000e+03,1.821000000000000000e+03,5.745000000000000000e+03,3.169712793733681644e-01,1.881000000000000000e+03,4.589000000000000000e+03,4.098932229243844039e-01
1.256700000000000000e+04,2.707000000000000000e+03,5.745000000000000000e+03,4.711923411662314876e-01,2.395000000000000000e+03,4.589000000000000000e+03,5.219001961211593432e-01
3.206000000000000000e+03,1.866000000000000000e+03,5.745000000000000000e+03,3.248041775456919078e-01,1.339000000000000000e+03,4.589000000000000000e+03,2.917847025495750590e-01
5.444000000000000000e+03,1.830000000000000000e+03,5.745000000000000000e+03,3.185378590078328798e-01,1.363000000000000000e+03,4.589000000000000000e+03,2.970146001307474304e-01
3.231000000000000000e+03,1.429000000000000000e+03,5.745000000000000000e+03,2.487380330722367139e-01,1.294000000000000000e+03,4.589000000000000000e+03,2.819786445848768697e-01
2.638000000000000000e+03,1.150000000000000000e+03,5.745000000000000000e+03,2.001740644038294270e-01,1.201000000000000000e+03,4.589000000000000000e+03,2.617127914578339376e-01
4.614000000000000000e+03,1.466000000000000000e+03,5.745000000000000000e+03,2.551784160139251578e-01,1.050000000000000000e+03,4.589000000000000000e+03,2.288080191762911220e-01
4.119000000000000000e+03,2.056000000000000000e+03,5.745000000000000000e+03,3.578764142732810960e-01,1.818000000000000000e+03,4.589000000000000000e+03,3.961647417738069499e-01
1.123500000000000000e+04,3.158000000000000000e+03,4.460000000000000000e+03,7.080717488789237679e-01,2.208000000000000000e+03,3.855000000000000000e+03,5.727626459143968507e-01
1.657800000000000000e+04,3.490000000000000000e+03,4.460000000000000000e+03,7.825112107623318769e-01,2.788000000000000000e+03,3.855000000000000000e+03,7.232166018158235898e-01
9.857000000000000000e+03,2.454000000000000000e+03,4.460000000000000000e+03,5.502242152466367830e-01,2.069000000000000000e+03,3.855000000000000000e+03,5.367055771725032232e-01
6.352000000000000000e+03,1.921000000000000000e+03,4.460000000000000000e+03,4.307174887892376569e-01,1.509000000000000000e+03,3.855000000000000000e+03,3.914396887159533045e-01
1.087400000000000000e+04,2.294000000000000000e+03,4.460000000000000000e+03,5.143497757847533824e-01,2.017000000000000000e+03,3.855000000000000000e+03,5.232166018158236342e-01
7.036000000000000000e+03,1.368000000000000000e+03,4.460000000000000000e+03,3.067264573991031473e-01,1.649000000000000000e+03,3.855000000000000000e+03,4.277561608300907703e-01
1.293400000000000000e+04,3.106000000000000000e+03,4.460000000000000000e+03,6.964125560538116932e-01,2.611000000000000000e+03,3.855000000000000000e+03,6.773022049286641089e-01
6.794000000000000000e+03,2.555000000000000000e+03,4.460000000000000000e+03,5.728699551569507165e-01,1.868000000000000000e+03,3.855000000000000000e+03,4.845654993514915687e-01
6.656000000000000000e+03,2.244000000000000000e+03,4.429000000000000000e+03,5.066606457439603028e-01,2.138000000000000000e+03,3.605000000000000000e+03,5.930651872399445024e-01
1.474000000000000000e+03,1.115000000000000000e+03,4.429000000000000000e+03,2.517498306615488790e-01,6.920000000000000000e+02,3.605000000000000000e+03,1.919556171983356485e-01
1.256700000000000000e+04,2.620000000000000000e+03,4.429000000000000000e+03,5.915556559042672857e-01,2.384000000000000000e+03,3.605000000000000000e+03,6.613037447988904249e-01
7.729000000000000000e+03,2.351000000000000000e+03,4.429000000000000000e+03,5.308195981034093958e-01,1.875000000000000000e+03,3.605000000000000000e+03,5.201109570041608787e-01
9.722000000000000000e+03,2.802000000000000000e+03,4.429000000000000000e+03,6.326484533754798134e-01,2.069000000000000000e+03,3.605000000000000000e+03,5.739251040221914346e-01
6.021000000000000000e+03,2.533000000000000000e+03,4.429000000000000000e+03,5.719123955746218124e-01,1.721000000000000000e+03,3.605000000000000000e+03,4.773925104022191390e-01
2.670000000000000000e+03,1.392000000000000000e+03,4.429000000000000000e+03,3.142921652743282945e-01,1.243000000000000000e+03,3.605000000000000000e+03,3.447988904299583712e-01
5.833000000000000000e+03,2.021000000000000000e+03,4.429000000000000000e+03,4.563106796116505048e-01,1.446000000000000000e+03,3.605000000000000000e+03,4.011095700416088539e-01
9.804000000000000000e+03,2.653000000000000000e+03,4.323000000000000000e+03,6.136941938468656321e-01,1.872000000000000000e+03,3.563000000000000000e+03,5.253999438675274192e-01
1.115700000000000000e+04,3.143000000000000000e+03,4.323000000000000000e+03,7.270414064307194613e-01,2.482000000000000000e+03,3.563000000000000000e+03,6.966039854055571245e-01
9.716000000000000000e+03,2.559000000000000000e+03,4.323000000000000000e+03,5.919500346981263483e-01,2.169000000000000000e+03,3.563000000000000000e+03,6.087566657311254126e-01
1.464000000000000000e+03,7.380000000000000000e+02,4.323000000000000000e+03,1.707147814018042942e-01,5.040000000000000000e+02,3.563000000000000000e+03,1.414538310412573607e-01
7.062000000000000000e+03,1.964000000000000000e+03,4.323000000000000000e+03,4.543141337034466987e-01,1.464000000000000000e+03,3.563000000000000000e+03,4.108896996912714261e-01
1.622000000000000000e+03,1.431000000000000000e+03,4.323000000000000000e+03,3.310201249132546653e-01,8.820000000000000000e+02,3.563000000000000000e+03,2.475442043222003952e-01
5.050000000000000000e+03,1.817000000000000000e+03,4.323000000000000000e+03,4.203099699282905610e-01,1.166000000000000000e+03,3.563000000000000000e+03,3.272523154644962351e-01
8.863000000000000000e+03,2.691000000000000000e+03,4.323000000000000000e+03,6.224843858431644561e-01,1.977000000000000000e+03,3.563000000000000000e+03,5.548694920011226772e-01
2.657000000000000000e+03,9.880000000000000000e+02,4.272000000000000000e+03,2.312734082397003843e-01,9.610000000000000000e+02,3.501000000000000000e+03,2.744930019994287207e-01
9.027000000000000000e+03,2.425000000000000000e+03,4.272000000000000000e+03,5.676498127340824373e-01,1.916000000000000000e+03,3.501000000000000000e+03,5.472722079405883955e-01
9.410000000000000000e+03,2.045000000000000000e+03,4.272000000000000000e+03,4.786985018726591656e-01,1.783000000000000000e+03,3.501000000000000000e+03,5.092830619822907856e-01
8.502000000000000000e+03,2.288000000000000000e+03,4.272000000000000000e+03,5.355805243445692643e-01,1.969000000000000000e+03,3.501000000000000000e+03,5.624107397886318749e-01
9.897000000000000000e+03,2.305000000000000000e+03,4.272000000000000000e+03,5.395599250936329305e-01,1.902000000000000000e+03,3.501000000000000000e+03,5.432733504712938810e-01
6.335000000000000000e+03,1.912000000000000000e+03,4.272000000000000000e+03,4.475655430711610316e-01,1.667000000000000000e+03,3.501000000000000000e+03,4.761496715224221576e-01
1.173000000000000000e+04,2.621000000000000000e+03,4.272000000000000000e+03,6.135299625468164653e-01,2.110000000000000000e+03,3.501000000000000000e+03,6.026849471579548423e-01
1.037700000000000000e+04,2.952000000000000000e+03,4.272000000000000000e+03,6.910112359550562022e-01,2.664000000000000000e+03,3.501000000000000000e+03,7.609254498714652648e-01
